chid,depvar,alt,ic,oc
746,0,er,766.75,415.36
746,1,gc,647.88,162.48
746,0,gr,905.06,138.43
746,0,hp,979.1,192.09
747,0,ec,838,471.89
747,0,er,946.19,335.3
747,1,gc,738.82,165.59
747,0,gr,829.23,143.75
747,0,hp,1088.3,180.79
748,0,ec,885.4,523.65
748,0,er,1078.5,473.72
748,1,gc,834.45,215.72
748,0,gr,945.29,167.75
748,0,hp,1119.6,243.39
749,1,ec,840.43,465.6
749,0,er,1148.6,465.29
749,0,gc,779.42,214.04
749,0,gr,971.71,135.88
749,0,hp,1055,220.21
750,0,ec,743.24,428.83
750,0,er,814.41,468.32
750,1,gc,817.14,201.88
750,0,gr,906.93,149.85
750,0,hp,1000.2,237.08
751,0,ec,830.14,439.12
751,0,er,1043.7,452.19
751,1,gc,774.65,165.77
751,0,gr,897.12,152.65
751,0,hp,1127,223.51
752,1,ec,596.88,386.58
752,0,er,838.83,293.31
752,0,gc,563.66,133.47
752,0,gr,632.1,115.16
752,0,hp,810.85,168.94
753,0,ec,738.92,370.55
753,0,er,833.76,452.26
753,1,gc,750.16,175.99
753,0,gr,726.23,128.14
753,0,hp,1031,166.76
754,0,ec,758.61,413.99
754,0,er,823.93,369.81
754,0,gc,563.94,150.56
754,1,gr,825.67,140.7
754,0,hp,942.81,192.58
755,0,ec,705.72,423.45
755,0,er,712.82,401.41
755,1,gc,600.16,140.33
755,0,gr,872.89,137.63
755,0,hp,800.38,183.47
756,0,ec,1067.8,538.21
756,0,er,1171.7,503.69
756,1,gc,953.29,198.14
756,0,gr,1205.1,167.6
756,0,hp,1238.5,260.88
757,0,ec,789.4,376.77
757,0,er,928.16,428.84
757,1,gc,741.79,194.09
757,0,gr,977.64,174.41
757,0,hp,1056.3,235.44
758,0,ec,968.98,668.13
758,0,er,1367.6,504.02
758,1,gc,908.26,213.75
758,0,gr,1205,199.23
758,0,hp,1328.3,271.79
759,0,ec,902.57,490.53
759,0,er,1021.7,425.43
759,0,gc,807.54,165.48
759,1,gr,1102.4,153.56
759,0,hp,986.77,196.19
760,0,ec,713.51,440.87
760,0,er,981.98,367.44
760,0,gc,663.54,133.08
760,1,gr,744.82,117.91
760,0,hp,934.65,207.86
761,0,ec,769.75,461.15
761,0,er,987.65,480.86
761,1,gc,788.48,146.92
761,0,gr,961.79,153.93
761,0,hp,959.09,221.63
762,0,ec,809.28,532.15
762,0,er,899.95,543.52
762,1,gc,938.31,182.64
762,0,gr,914.76,191.49
762,0,hp,1248.1,224.58
763,0,ec,1064.8,578.49
763,0,er,1047.5,466.94
763,1,gc,869.95,205.93
763,0,gr,1099.3,189.54
763,0,hp,1288.1,281.24
764,0,ec,1088.9,607.6
764,0,er,1210,530.36
764,0,gc,905.46,199.04
764,1,gr,1087.3,225.95
764,0,hp,1352.7,286.59
765,0,ec,953.25,575.85
765,0,er,1168.1,487.85
765,1,gc,898.55,201.1
765,0,gr,1100.6,181.55
765,0,hp,1270.5,264.17
766,0,ec,975.47,539.38
766,0,er,1210.7,561.11
766,1,gc,910.25,201.03
766,0,gr,1021.9,178.04
766,0,hp,1124.2,257.61
767,0,ec,739.3,492.5
767,0,er,989.9,397.71
767,1,gc,766.35,179.25
767,0,gr,792.26,136.1
767,0,hp,848.17,221.2
768,0,ec,683.59,487.95
768,1,er,935.29,405.26
768,0,gc,642.85,171.02
768,0,gr,833.52,145.83
768,0,hp,1132.2,205.31
769,0,ec,762.3,405.37
769,0,er,824.84,312.14
769,0,gc,695.41,129.24
769,0,gr,898.61,135.99
769,1,hp,736.83,148.85
770,1,ec,829.64,525.43
770,0,er,1015.9,399.94
770,0,gc,958.72,191.02
770,0,gr,921.9,166.56
770,0,hp,1009.8,234.13
771,0,ec,678.08,480.76
771,0,er,1121,445.33
771,1,gc,711.19,158.37
771,0,gr,811.49,169.19
771,0,hp,978.27,211.43
772,0,ec,1132.1,573.76
772,0,er,1174.5,460.89
772,1,gc,915.64,238.99
772,0,gr,1130.8,164.92
772,0,hp,1372.3,231.5
773,0,ec,927.19,544.07
773,0,er,1089.5,504.26
773,1,gc,1034.8,199.33
773,0,gr,1221.7,181.18
773,0,hp,1141.7,283.32
774,0,ec,850.24,542.55
774,0,er,1116.4,451.41
774,1,gc,908.45,205.98
774,0,gr,1032.8,187.58
774,0,hp,1344.3,261.15
775,0,ec,920.17,503.23
775,0,er,1050.6,433.13
775,1,gc,779.19,175.83
775,0,gr,973.96,162.94
775,0,hp,1037.7,229.65
776,0,ec,871.7,537
776,0,er,910.56,454.44
776,1,gc,937.92,189.62
776,0,gr,1013.5,171.74
776,0,hp,1188.1,257.41
777,0,ec,923.98,514.08
777,0,er,1069.6,453.65
777,1,gc,766.2,158.75
777,0,gr,921.02,157.81
777,0,hp,1005.6,182.01
778,0,ec,724.22,426.39
778,1,er,993.27,438.48
778,0,gc,809.99,147.32
778,0,gr,1000.5,134.42
778,0,hp,925.79,208.01
779,0,ec,634.18,355.96
779,0,er,777.28,365.46
779,0,gc,619.41,157.78
779,0,gr,667.52,149.96
779,1,hp,859.37,193.41
780,0,ec,778.44,535.15
780,0,er,1150.1,494.24
780,1,gc,823.28,184.27
780,0,gr,963.3,173.29
780,0,hp,1141.2,226.52
781,0,ec,829.65,495.54
781,0,er,1038.7,499.11
781,1,gc,864.49,189.19
781,0,gr,918.9,152.41
781,0,hp,1189.1,250.47
782,1,ec,653.52,380.29
782,0,er,911.5,328.82
782,0,gc,657.54,140.51
782,0,gr,754.02,129.65
782,0,hp,873.13,211.82
783,0,ec,1084.7,588.45
783,0,er,1275.4,664.43
783,1,gc,1067.1,213.74
783,0,gr,1218.5,195.56
783,0,hp,1353.1,274.43
784,0,ec,866.22,500.39
784,1,er,906.27,419.63
784,0,gc,637.85,177.58
784,0,gr,881.3,142.25
784,0,hp,1130.2,201.54
785,0,ec,1104.4,663.64
785,0,er,1416.7,571.55
785,1,gc,1041.9,247.56
785,0,gr,1176.5,189.67
785,0,hp,1349.7,305.52
786,0,ec,747.36,405.33
786,0,er,845.54,374.78
786,1,gc,711.16,169.54
786,0,gr,835.13,137.23
786,0,hp,887.49,216.15
787,1,ec,802.2,511.61
787,0,er,1003.1,468.07
787,0,gc,902.25,183.39
787,0,gr,943.76,157.77
787,0,hp,1105.6,219.09
788,0,ec,655.31,366.28
788,0,er,891.1,352.3
788,1,gc,431.83,131.46
788,0,gr,674.98,117.56
788,0,hp,702.08,184.56
789,0,ec,745.85,422.17
789,0,er,919.38,397.85
789,0,gc,782.83,170.76
789,1,gr,911.72,150.36
789,0,hp,842.63,198.98
790,0,ec,775.23,425.27
790,0,er,854.6,440.23
790,1,gc,708.57,130.29
790,0,gr,954.36,145.34
790,0,hp,983.98,213.15
791,0,ec,777.17,345.02
791,0,er,825.66,372.95
791,1,gc,613.98,149.04
791,0,gr,651.09,110.75
791,0,hp,853.6,185.27
792,0,ec,974.98,548.6
792,0,er,1122.1,569.89
792,0,gc,940.8,186.18
792,1,gr,1104.6,163.61
792,0,hp,1351.7,264.35
793,0,ec,861.16,569.53
793,0,er,1022.7,481.63
793,0,gc,820.6,214.38
793,1,gr,1010.3,169.17
793,0,hp,1106.5,251.42
794,0,ec,542.66,317.25
794,0,er,835.91,335.01
794,0,gc,632.57,137.13
794,0,gr,727.57,124.59
794,1,hp,652.9,171.6
795,0,ec,924.5,430.9
795,0,er,1084.8,387.32
795,1,gc,810.99,178.13
795,0,gr,925.52,153.2
795,0,hp,1085.5,254.87
796,0,ec,583.76,352.96
796,0,er,658.38,354.07
796,0,gc,727.93,132.35
796,1,gr,681.65,155.09
796,0,hp,912.4,223.5
797,0,ec,944.95,474.58
797,0,er,1147.2,430.36
797,1,gc,873.49,165.72
797,0,gr,982.03,153.38
797,0,hp,1257.8,259.75
798,1,ec,708.19,368.24
798,0,er,757.77,324.3
798,0,gc,647.76,143.09
798,0,gr,772.11,122.1
798,0,hp,878.33,177.31
799,0,ec,711.34,502.98
799,0,er,794.42,384.54
799,1,gc,767.34,148.97
799,0,gr,881.08,149.03
799,0,hp,1046.7,202.2
800,0,ec,904.8,483.65
800,0,er,933.16,370.01
800,0,gc,735.47,151.18
800,1,gr,967.45,156.96
800,0,hp,1072.7,212.24
801,0,ec,832.63,556.88
801,0,er,965.96,434.92
801,1,gc,812.28,173.61
801,0,gr,881.62,155.83
801,0,hp,1012.2,206.75
802,0,ec,736.37,443.31
802,0,er,893.67,355.84
802,0,gc,831.59,163.8
802,0,gr,764.13,141.63
802,1,hp,966.22,202.34
803,0,ec,755.84,483.7
803,0,er,912.42,424.58
803,0,gc,820.42,160.34
803,1,gr,901.27,145.76
803,0,hp,1123.6,222.98
804,0,ec,932.63,396.5
804,0,er,1123.3,374.4
804,0,gc,739.45,150.59
804,1,gr,785.7,159.16
804,0,hp,1125.1,205.1
805,0,ec,877.49,537.49
805,0,er,1140.7,491.18
805,1,gc,830.77,196.62
805,0,gr,893.32,162.91
805,0,hp,1109.3,251.42
806,0,ec,835.05,520.52
806,0,er,894.26,382.4
806,1,gc,811.28,175.73
806,0,gr,1091.4,155.85
806,0,hp,979.27,255.28
807,0,ec,894.63,553.7
807,0,er,1173.7,443.7
807,1,gc,832.41,194.76
807,0,gr,1002.1,173.94
807,0,hp,1003.9,237.55
808,0,ec,738.95,332.99
808,1,er,762.06,421.8
808,0,gc,687.04,155.77
808,0,gr,787.06,130.21
808,0,hp,957.76,217.58
809,0,ec,729.29,424.31
809,0,er,859.23,374.71
809,1,gc,596.99,144.67
809,0,gr,759.04,145.49
809,0,hp,878.32,200.71
810,0,ec,728.25,361.91
810,0,er,803.77,333.79
810,1,gc,477.22,132.51
810,0,gr,736.96,115.46
810,0,hp,777.8,177.32
811,0,ec,727.56,341.15
811,1,er,825,298.12
811,0,gc,554.59,138.58
811,0,gr,640.95,125.61
811,0,hp,659.38,152.14
812,0,ec,856.33,435.37
812,0,er,1131.5,480
812,1,gc,781.44,188.15
812,0,gr,1003.5,168.15
812,0,hp,1139,211.6
813,0,ec,1170.2,678.67
813,0,er,1417.8,608.93
813,1,gc,948.78,217.01
813,0,gr,1232.6,222.81
813,0,hp,1366.3,318.58
814,0,ec,677.33,413.43
814,0,er,912.44,441.56
814,0,gc,690.82,151.76
814,1,gr,788.14,134.12
814,0,hp,957.04,187
815,1,ec,769.68,490.98
815,0,er,766.79,399.15
815,0,gc,710.95,155.65
815,0,gr,705.41,147.03
815,0,hp,816.69,189.08
816,0,ec,917.17,569.65
816,0,er,1034.7,503.07
816,1,gc,849.1,185.74
816,0,gr,1114.1,156.82
816,0,hp,1094.9,245.06
817,0,ec,729.99,416.81
817,0,er,653.97,283.8
817,1,gc,530,147.85
817,0,gr,769.92,127.44
817,0,hp,833.33,181.93
818,0,ec,906.88,498.23
818,0,er,1183.1,468.62
818,0,gc,966.81,166.78
818,1,gr,1062.9,185.52
818,0,hp,1112.5,263.42
819,0,ec,787.11,443.29
819,0,er,865.21,452.03
819,1,gc,774.51,140.73
819,0,gr,826.82,151.19
819,0,hp,993.97,208.96
820,0,ec,758.53,374.5
820,0,er,704.74,352.15
820,1,gc,475.79,132.84
820,0,gr,872.64,134.7
820,0,hp,828.3,176.57
821,0,ec,891.55,550.17
821,1,er,1012.5,441.89
821,0,gc,946.66,179.89
821,0,gr,1072.4,138.92
821,0,hp,1228.5,203.62
822,0,ec,1056.2,612.83
822,0,er,1263.4,542.87
822,1,gc,877.2,199.04
822,0,gr,1097.9,194.55
822,0,hp,1310.8,257.58
823,0,ec,765.5,549.13
823,0,er,1057.5,356.09
823,0,gc,621.16,170.4
823,1,gr,931.71,128.13
823,0,hp,997.07,220.93
824,0,ec,935.82,494.34
824,0,er,1023.5,542.33
824,1,gc,689.46,184.84
824,0,gr,964.8,131.14
824,0,hp,942.02,251.12
825,0,ec,654.82,322.45
825,0,er,622.99,367.1
825,1,gc,660.44,139.85
825,0,gr,747.48,140.47
825,0,hp,808.06,173.95
826,0,ec,1060.4,551.32
826,0,er,1304.7,589.81
826,1,gc,1063,191.84
826,0,gr,1270.2,206.01
826,0,hp,1216.8,283.11
827,0,ec,904.44,508.9
827,0,er,1078.2,468.3
827,1,gc,830.48,194.03
827,0,gr,1194.7,174.34
827,0,hp,1255.5,263.26
828,0,ec,754.59,328.42
828,0,er,972.28,338.7
828,0,gc,726.24,176.77
828,0,gr,726.99,136.87
828,1,hp,864.3,201.13
829,0,ec,877.16,492.06
829,1,er,1050.2,414.36
829,0,gc,804.87,189.26
829,0,gr,840.49,165.84
829,0,hp,1157.3,232.99
830,0,ec,705.33,497.8
830,0,er,907.67,417.63
830,1,gc,793.66,177.64
830,0,gr,901.97,140.32
830,0,hp,948.44,215.16
831,0,ec,907.46,472.23
831,0,er,907.25,400.73
831,1,gc,808.69,175.92
831,0,gr,991.35,154.79
831,0,hp,991.34,220.88
832,0,ec,1035.7,507.55
832,0,er,1017.8,459.52
832,1,gc,860.04,192.27
832,0,gr,1018.6,170.56
832,0,hp,1116.2,274.98
833,0,ec,778.12,474.3
833,0,er,985.2,469.55
833,1,gc,796.59,182.61
833,0,gr,922.45,146.43
833,0,hp,1042.6,205.23
834,0,ec,952.24,502.64
834,0,er,891.76,471.25
834,1,gc,781.83,172.67
834,0,gr,1029.5,166.61
834,0,hp,1093.4,253.39
835,0,ec,987.31,511.79
835,0,er,1157.5,515.98
835,0,gc,949.51,198.34
835,1,gr,1049.6,180.18
835,0,hp,1170.5,290.36
836,0,ec,710.32,449.31
836,0,er,910.15,431.4
836,1,gc,723.49,192.59
836,0,gr,979.76,159.59
836,0,hp,912.83,226.68
837,0,ec,813.24,397.69
837,1,er,809.95,456.81
837,0,gc,723.83,124.44
837,0,gr,903.86,136.58
837,0,hp,925.73,179.2
838,0,ec,915.55,464.41
838,0,er,1105.8,456.11
838,1,gc,789.32,177.37
838,0,gr,898.37,141.03
838,0,hp,906.63,202.36
839,0,ec,832.4,427.65
839,1,er,993.83,419.13
839,0,gc,802.93,161.34
839,0,gr,872.17,143.51
839,0,hp,1078.7,215.73
840,1,ec,690.63,399.7
840,0,er,890.9,364.47
840,0,gc,708.11,163.56
840,0,gr,845.66,143.39
840,0,hp,962.38,208.75
841,0,ec,924.76,591.39
841,0,er,1175.6,498.88
841,1,gc,929.63,171.22
841,0,gr,1046,175.77
841,0,hp,1112.1,260.64
842,0,ec,782.23,497.11
842,0,er,979.25,427.71
842,1,gc,839.87,155.82
842,0,gr,905.45,183.67
842,0,hp,1017.2,265.05
843,0,ec,1052.2,619.79
843,0,er,1293.8,532.39
843,1,gc,983.2,226.87
843,0,gr,1166.9,190.59
843,0,hp,1341.5,282.54
844,0,ec,915.47,476.87
844,0,er,1026.3,478.02
844,1,gc,735.49,179.62
844,0,gr,1070.3,183.75
844,0,hp,1046.4,253.8
845,0,ec,591.07,388.86
845,0,er,733.76,307.86
845,1,gc,622.31,113.48
845,0,gr,704.23,113.96
845,0,hp,797.67,156.76
846,0,ec,580.45,338.86
846,0,er,777.04,324.82
846,1,gc,555.5,157.36
846,0,gr,696.66,116.66
846,0,hp,886.69,157.44
847,0,ec,654.78,406.8
847,0,er,849.56,332.3
847,1,gc,646.26,161.06
847,0,gr,837.59,128.55
847,0,hp,915.44,174.81
848,0,ec,951.81,527.23
848,0,er,1138.7,473.51
848,0,gc,879.67,179.01
848,1,gr,927.71,145.2
848,0,hp,968.36,241.84
849,0,ec,849.29,533.02
849,0,er,1255.9,505.73
849,1,gc,745.67,166.62
849,0,gr,954.98,163.05
849,0,hp,849,270.06
850,0,ec,752.82,411.68
850,0,er,845.15,409.64
850,0,gc,745.19,147.81
850,1,gr,776.26,152.05
850,0,hp,814.05,192.09
851,1,ec,657.91,420.94
851,0,er,843.31,314.53
851,0,gc,648.47,150.81
851,0,gr,793.48,125.69
851,0,hp,909.71,155.34
852,0,ec,645.62,429.1
852,0,er,931.4,424.19
852,1,gc,626,157.71
852,0,gr,766.75,159.19
852,0,hp,985.66,190.01
853,0,ec,818.47,449.25
853,1,er,1029.8,396.42
853,0,gc,925.62,177.94
853,0,gr,1026.7,146.26
853,0,hp,915.46,195.1
854,0,ec,925.21,539.42
854,0,er,1165.4,546.72
854,1,gc,827.49,199.15
854,0,gr,1011.7,169.93
854,0,hp,1184.3,271.07
855,0,ec,711.15,392.77
855,0,er,871.97,333.96
855,1,gc,624.08,164.85
855,0,gr,684.38,139.61
855,0,hp,965.76,201.45
856,0,ec,977.86,528.5
856,0,er,963.42,382.22
856,1,gc,722.01,165.42
856,0,gr,876.33,149.29
856,0,hp,961.99,170.5
857,0,ec,884.21,512.44
857,0,er,1156.5,561.26
857,1,gc,760.92,165.12
857,0,gr,1034.7,181.12
857,0,hp,912.78,235.69
858,0,ec,814.93,487.89
858,0,er,1150.3,439.69
858,1,gc,753.74,132.03
858,0,gr,894.49,144.71
858,0,hp,960.73,221.9
859,0,ec,790.7,522.26
859,1,er,1058,371.87
859,0,gc,830.52,179.03
859,0,gr,1070.3,150.59
859,0,hp,1105.5,224.94
860,0,ec,832.93,468.98
860,1,er,1080.6,421.12
860,0,gc,799.8,173.56
860,0,gr,855.43,127.75
860,0,hp,970.78,201.57
861,0,ec,869.97,564.6
861,0,er,1080.4,458.06
861,1,gc,871.19,185.92
861,0,gr,1000,175.46
861,0,hp,1057.3,241
862,0,ec,772.97,503.56
862,0,er,1042.4,546.55
862,1,gc,743.66,179.04
862,0,gr,949.82,148.62
862,0,hp,1020.2,218.58
863,0,ec,861.66,548.46
863,0,er,973.06,467.52
863,1,gc,883.55,187.96
863,0,gr,942.77,166
863,0,hp,1121.9,239.48
864,0,ec,971.8,536.39
864,0,er,943.57,489.88
864,1,gc,836.6,181.28
864,0,gr,971.42,168.54
864,0,hp,1198.3,249.31
865,0,ec,774.22,395.43
865,0,er,865.61,406.45
865,1,gc,648.85,165.03
865,0,gr,946.86,160.66
865,0,hp,1027.1,204.67
866,1,ec,717.59,465.46
866,0,er,863.93,343.59
866,0,gc,710.05,174.99
866,0,gr,806.49,142.04
866,0,hp,1033.3,182.8
867,0,ec,1068.1,644.72
867,0,er,1328,537.88
867,1,gc,944.4,234.88
867,0,gr,1186.8,222.44
867,0,hp,1429,275.04
868,0,ec,902.09,586.83
868,0,er,1057.7,520.26
868,1,gc,824.71,188.34
868,0,gr,975.56,143.07
868,0,hp,1154.6,238.08
869,0,ec,779.6,424.11
869,0,er,988.55,364.14
869,1,gc,669.94,131.08
869,0,gr,767.82,124.81
869,0,hp,928.26,222.49
870,0,ec,956.44,600.36
870,0,er,1132,535.72
870,1,gc,852.54,202
870,0,gr,1041,169.01
870,0,hp,1090.6,251.82
871,0,ec,890.78,449.53
871,0,er,989.09,476.67
871,1,gc,793.04,191.91
871,0,gr,973.17,151.93
871,0,hp,1119.6,249.48
872,0,ec,783.42,490.8
872,1,er,685.23,403.77
872,0,gc,708.36,139.69
872,0,gr,847.27,128.23
872,0,hp,1017,177.47
873,0,ec,863.74,535.78
873,0,er,980.36,401.12
873,0,gc,787.45,182.42
873,1,gr,843.15,159.28
873,0,hp,1045.9,234.53
874,0,ec,984.2,511.66
874,0,er,1121.1,440.56
874,1,gc,1057,187.33
874,0,gr,1054,194.83
874,0,hp,1204,222.32
875,0,ec,689.48,435.31
875,0,er,840.17,367.35
875,1,gc,712.09,130.65
875,0,gr,851.35,129.66
875,0,hp,1069.5,189.11
876,0,ec,896.96,502.7
876,0,er,966.41,413.28
876,0,gc,691.55,170.59
876,0,gr,838.51,163.04
876,1,hp,1096.7,224.85
877,0,ec,838.66,497.31
877,0,er,1175.4,441.66
877,0,gc,800.5,183.02
877,0,gr,995.08,163.9
877,1,hp,1126.4,212.41
878,0,ec,788,474.65
878,0,er,1117.6,413.51
878,1,gc,770.66,122.1
878,0,gr,893.37,146.55
878,0,hp,1001.9,196.89
879,0,ec,923.13,566.6
879,0,er,1265.8,555.4
879,1,gc,983.02,198.94
879,0,gr,1043.4,205.34
879,0,hp,1281.4,271.98
880,0,ec,940.1,569.59
880,0,er,1148.6,368.85
880,1,gc,796.82,167.5
880,0,gr,873.23,166.97
880,0,hp,1094.3,214.24
881,0,ec,993.93,502.32
881,1,er,1067.5,504.76
881,0,gc,926.85,207.64
881,0,gr,1161.4,202.06
881,0,hp,1219.5,233.26
882,0,ec,711.93,448.49
882,0,er,972.16,442.68
882,1,gc,983.79,177.69
882,0,gr,1016.2,162.07
882,0,hp,1102.8,235.29
883,0,ec,722.87,525.68
883,0,er,1169.7,345.57
883,1,gc,751.76,149.62
883,0,gr,853.43,138.29
883,0,hp,1026.3,215.11
884,0,ec,805.08,437.34
884,0,er,996.96,397.86
884,1,gc,697.23,184.94
884,0,gr,932.48,132.89
884,0,hp,1092,220.93
885,0,ec,960.95,540.16
885,0,er,965.23,421.95
885,1,gc,798.5,177.61
885,0,gr,1093.7,153.75
885,0,hp,1130.3,258.13
886,0,ec,762.37,473.54
886,0,er,907.4,463.56
886,1,gc,693.9,140.43
886,0,gr,853.18,123.69
886,0,hp,1101.5,230.68
887,1,ec,916.23,443.13
887,0,er,1067.7,435.36
887,0,gc,732.54,205.71
887,0,gr,1023.7,168.15
887,0,hp,1248.1,176.06
888,0,ec,758.47,508.15
888,0,er,1057.3,463.72
888,1,gc,839.18,203.69
888,0,gr,1085.3,148.93
888,0,hp,1216.5,218.93
889,0,ec,557.39,371.8
889,0,er,650.59,352.11
889,1,gc,611.29,143.8
889,0,gr,747.01,129.98
889,0,hp,875.92,181.66
890,0,ec,982.54,498.78
890,0,er,1042.7,427.34
890,1,gc,745.39,161.38
890,0,gr,1040,149.6
890,0,hp,1140.2,229.06
891,0,ec,898.36,502.82
891,0,er,988.99,437.41
891,1,gc,719.99,156.39
891,0,gr,1115.4,179.26
891,0,hp,975.32,235.25
892,0,ec,834.27,401.07
892,0,er,987.05,336.51
892,1,gc,673.29,160.2
892,0,gr,958.63,141.39
892,0,hp,985.62,234.92
893,0,ec,822.31,491.85
893,0,er,1045.3,455.63
893,1,gc,838.73,170.34
893,0,gr,842.09,134.44
893,0,hp,1171.9,217.91
894,0,ec,984.25,544.85
894,0,er,1246.5,489.45
894,1,gc,792.06,183.65
894,0,gr,1034.6,166.36
894,0,hp,1218.6,242.02
895,0,ec,813.69,506.89
895,1,er,1064.1,409.26
895,0,gc,792.69,181.9
895,0,gr,963.78,164.02
895,0,hp,1186.5,232.19
896,0,ec,751.59,474.48
896,0,er,869.78,420.65
896,1,gc,766.39,142.61
896,0,gr,877.71,136.21
896,0,hp,942.7,203
897,0,ec,1047.6,705.36
897,0,er,1292.6,551.61
897,1,gc,1128.5,207.4
897,0,gr,1167.8,213.77
897,0,hp,1297.1,243.76
898,0,ec,842.79,478.86
898,0,er,1041.3,448.61
898,1,gc,787.1,175.05
898,0,gr,1055.2,141.63
898,0,hp,1064.8,254.51
899,0,ec,799.76,495.2
899,0,er,1123.2,401.56
899,1,gc,860.56,211.04
899,0,gr,1081.3,151.31
899,0,hp,1218.2,246.48
900,0,ec,967.88,518.68
900,0,er,1091.7,458.53
900,1,gc,893.94,175.8
900,0,gr,1119.9,180.11
900,0,hp,1387.5,245.13
